track,source,url,coverage,reliability,licensing,automation_difficulty,refresh_frequency,confidence,recommendation
brewery,Murphy's official global site (Heineken UK),https://www.heineken.co.uk/murphys,,,,,,Low,"Flag to product team: verify whether 'Murphy's' in the ValueBrew brief refers to the Irish Stout brand (no confirmed India retail presence found) or the Bengaluru brewpub venue 'Murphy's Brewhouse' (a bar, not a packaged-beer brewery)."
brewery,GS1 India — official site,https://www.gs1india.org/,,,,,,Medium,"No brewery researched was found to publish GTIN/UPC/barcode numbers on its own official website or catalogue. This should be treated as a confirmed data gap across the entire brand set, not just an omission from this report."
retail,Madhuloka (madhuloka.com),https://www.madhuloka.com/,"Full liquor range: Beer, Brandy, Gin, Rum, Vodka, Wine, Whisky, Absinthe, Liqueur, Sake, Tequila, plus Offers/Combo/New-Arrivals categories. Beer category verified at https://www.madhuloka.com/shop/category/beer-3 with ~103 unique beer SKUs across 6 pages (20/page, last page partial).","High for the pages actually fetched (all HTTP 200, consistent structure).",Unknown — no explicit terms-of-use for scraping observed; robots.txt does not disallow any paths.,"Medium — no JSON/REST/GraphQL API discovered (tested /shop/autocomplete, /website/products/autocomplete, /shop/products/autocomplete, /shop/search as POST JSON-RPC — all returned Odoo's generic 404 page). Category and product pages are server-rendered plain HTML (Odoo eCommerce/website_sale module), so scraping is feasible via HTML parsing; pagination is path-based (/shop/category/beer-3/page/N) which is easy to iterate. Product detail pages carry schema.org microdata (itemprop=name/price/priceCurrency/offers) but no JSON-LD block.",Unknown/unverified — sitemap.xml (https://www.madhuloka.com/sitemap.xml) shows only one URL (contactus) with a <lastmod> (2024-10-14); product pages have no lastmod so freshness can't be confirmed from the sitemap alone.,High,"Best primary source. Crawl the sitemap.xml for the full product URL list (1,603 shop URLs observed, includes non-beer categories), then parse category pages (paginated, 20 items/page) and product detail pages (has price via itemprop=price/oe_currency_value, product name, image). Respect robots.txt (currently fully permissive) and set a reasonable crawl delay since no explicit crawl-delay is specified."
retail,Living Liquidz,https://www.livingliquidz.com/,Unknown — site is non-operational at time of check.,Not usable right now.,Unknown.,N/A currently.,N/A — not live.,High,Do not build against this source today; recheck periodically in case service is restored.
retail,Tonique (tonique.in),https://tonique.in/price-list/,"Single price-list page mixes multiple alcohol types (Beer, Whisky, Vodka, etc. all confirmed present as text) for what is nominally a Hyderabad/Bangalore/Pune-serving retailer per page title ('Tonique - Asia's Largest Liquor Boutique | Hyderabad | Bangalore I Pune'), but the fetched HTML showed no city-specific tabs/sections (only 4 occurrences of 'Hyderabad' as plain text, 0 of 'Bangalore'/'Bengaluru' in the body I fetched) — so it is unclear/unverified whether Bangalore-specific pricing is actually distinguished anywhere on this page.","Medium — page loads reliably (200) but content appeared to include placeholder/legacy text ('Price list coming soon') alongside real price rows (e.g. '₹400.00' next to 'Amsterdam Navigator Beer 500 Ml'), so trustworthiness of the live price data is uncertain.","Unknown, robots.txt is permissive (Allow: /).","Medium-High — the price list is one big static HTML <table> (633 <tr> rows found) embedded directly in a WordPress/Elementor page, not paged or filterable; no WooCommerce product API found (only default WP core/plugin REST routes — Akismet, Contact Form 7, Jetpack — were present at /wp-json/, no /wc/ namespace). Scraping means parsing one large HTML table.",Page shows dateModified 2023-04-10T07:29:08+00:00 in its Yoast JSON-LD schema and og:description text 'Price list coming soon' — suggests this page may be stale/placeholder as of my fetch.,Medium,Low-to-medium priority; usable only as a supplementary/cross-check source given uncertain freshness and lack of Bangalore-specific structure. Re-verify before relying on prices.
retail,Online Alcohol (onlinealcohol.in),https://onlinealcohol.in/wp-json/wc/store/v1/products?category=20,"Full liquor range via WooCommerce categories (verified via GET https://onlinealcohol.in/wp-json/wc/store/v1/products/categories): Beer (12), Champagne (5), Cigarettes (6), Gin (19), Red Wine (7), Rum (18), Tequila (10), Vodka (35), Whisky (89), White Wine (1), Wine (63), Uncategorized (3) — beer is a small fraction of total catalogue. Has a Bangalore-specific landing page (https://onlinealcohol.in/online-alcohol/bangalore/, verified reachable, title 'Online Alcohol Bangalore | Liquor Store Bangalore', mentions Beer/Vodka/Whisky in body text).","High for the calls made — consistent 200s, well-formed JSON, X-WP-Total/X-WP-TotalPages headers present for pagination.","Unknown — no explicit API terms observed; robots.txt (fetched at https://onlinealcohol.in/robots.txt) disallows only WooCommerce log/transient/upload paths and add-to-cart query strings, does not disallow /wp-json/.","Low — genuine structured JSON API confirmed: GET /wp-json/wc/store/v1/products/categories and /wp-json/wc/store/v1/products?category=<id>&per_page=<n> both return clean JSON (id, name, slug, permalink, prices.price/currency_code, images, etc.). This is the easiest catalogue to automate against of all sites checked.","Unknown/unverified — no lastmod data checked; homepage response showed 'age: 156578' and 'x-hcdn-cache-status: HIT' (Hostinger CDN cache), suggesting the homepage itself may be served from a long-lived cache, but the JSON API responses I hit were not going through that same cached path (200 fresh responses, X-WP-Total header present).",High,"Strong secondary/complementary source specifically because it has a real, low-friction JSON API — good for cross-validating prices/SKUs found on Madhuloka, though its beer selection (12 SKUs) is much smaller than Madhuloka's (~103)."
retail,Beer Basket (beerbasket.in),https://beerbasket.in/type/domestic-indian-beer/,"Claims delivery in 'Chattisgarh, Delhi, Haryana, Jharkhand, Karnataka, Maharastra, Odisha & Punjab' per homepage text, and has a dedicated /liquor-home-delivery-in-karnataka/ page (verified reachable, 200) — but I did not find explicit Bangalore-city text within the fetched Karnataka page body, so Bangalore-specific coverage (vs. state-wide/other-Karnataka-cities) is an inference, not confirmed. Beer taxonomy verified at https://beerbasket.in/type/domestic-indian-beer/ (16+ SKUs on one page incl. Kingfisher variants, Budweiser, Carlsberg, Corona, Foster's) — the /product-category/beer/ URL 301-redirects to an image file (broken Yoast redirect), so the taxonomy is filed under /type/ not /product-category/.",Medium — category HTML pages reliable; JSON product API unreliable (broken).,"robots.txt (fetched at https://beerbasket.in/robots.txt) disallows some WooCommerce query-string variants (?add-to-cart=, ?orderby=, ?filter=, price range params) and /wp-admin/, allows admin-ajax.php; does not disallow /type/ or /product/ paths or /wp-json/.","Medium — WooCommerce Store API partially broken: GET /wp-json/wc/store/v1/products/categories works (200, returns Beer category id=136 with description), but GET /wp-json/wc/store/v1/products (with or without category filter) consistently returned HTTP 500 (WordPress error page) across 3 repeated attempts — this looks like a server-side bug/misconfiguration on their end rather than deliberate API blocking, since the sibling categories endpoint works fine. Fallback is HTML scraping of /type/<slug>/ taxonomy pages, which do render full WooCommerce product loops with prices.",Unknown/unverified.,Medium,"Lower priority than Madhuloka/Online Alcohol — site has significant low-quality SEO cruft (dozens of near-duplicate '/alcohol-delivery-in-<city>' pages including many US city names like Alexander-City, Anniston, Auburn — suggesting a template mill rather than a curated retailer), and its own product JSON API is broken. Useful only as a tertiary cross-check for beer SKU names/prices."
retail,Livcheers (livcheers.com),https://www.livcheers.com/bangalore,"Homepage/Bangalore page text mentions 'Beer' (6x) and 'Kingfisher' (3x/4x case variants) confirming beer is part of the catalogue, and a city-scoped URL pattern (/bangalore) is confirmed to return a Bangalore-titled page (verified: title tag includes '| Bangalore'). However this is a Next.js client-rendered app — no product JSON, price data, or catalogue structure was visible in the static HTML I fetched (data likely loads via client-side JS calls to an API not observable through a plain curl fetch).",Cannot assess catalogue reliability without seeing real product data.,"robots.txt explicitly disallows /admin, /dashboard, and /api/ for all user agents, and fully blocks a long list of named SEO/scraping bots (SemrushBot, AhrefsBot, MJ12bot, GPTBot, Bytespider, CensysInspect, etc.) — a clear, explicit signal that this operator does not want automated crawling of any kind.","High (as directly observed) — static HTML fetch shows only Next.js chunk script tags, no embedded product data or __NEXT_DATA__ JSON blob was found in the page I retrieved; would require a JS-executing fetch or reverse-engineering underlying API calls (robots.txt disallows /api/ for all bots, fetched at https://www.livcheers.com/robots.txt), which is a real obstacle even if endpoints were found by other means.",Unknown.,Low,Not recommended for automation given explicit /api/ disallow and the extensive bot-blocklist in robots.txt — pursuing this further would mean disregarding the site's stated crawling policy.
barcode,GS1 India — official site (homepage),https://www.gs1india.org,"National (India) GTIN issuance authority, not a product-lookup database",Official government-linked standards body,,,unknown,High,
barcode,GS1 India — Register for Barcodes page,https://www.gs1india.org/register-for-barcodes,,,"N/A — registration service, not data licensing",,,High,"Primary route for ValueBrew or beer manufacturers to obtain/verify GTIN registration status, but does not provide third-party lookup"
barcode,GS1 India Barcode/GCP Fee Structure PDF (effective 1 Oct 2025),https://admin.gs1india.org/uploads/GCP_Barcodes_Fee_structure_effective_from_Oct_2025_34e8624051.pdf,,,,,Stated 'effective from 1st Oct 2025' — will need re-check periodically as GS1 India revises fees,High,
barcode,GS1 India — DataKart service page,https://www.gs1india.org/services/datakart,,,Not publicly documented; brand owners upload their own data,,,High,Contact GS1 India (implementation@gs1india.org / registration@gs1india.org) to negotiate a 'DataKart for Solution Providers' commercial data-access arrangement — pricing/terms not public
barcode,GS1 India — GTIN Validation service page,https://www.gs1india.org/services/gtin-validation,,,,"High for programmatic/API use — appears to be a manual web form + email-based bulk process, not a documented REST API",,High,
barcode,"UPCitemdb — API documentation/pricing (devs.upcitemdb.com, plan page)",https://www.upcitemdb.com/wp/docs/main/development/plan/,Confirmed NO coverage for the 4 Indian beer barcodes tested — claims 718M+ global UPC/EAN entries overall but this did not translate to Indian beer coverage in this sample,"Established/long-running lookup service, but this specific vertical (Indian beer) is a coverage gap","Non-refundable monthly subscription; ToS (fetched from upcitemdb.com/terms) grants a 'limited, non-exclusive, non-transferable' license for the customer's own operations — did not find explicit resale/redistribution prohibition language in the excerpt retrieved, but standard SaaS terms imply no redistribution rights",,,High,
barcode,Go-UPC — Barcode API pricing page,https://go-upc.com/api,Partial but meaningfully better than UPCitemdb for this Indian-beer sample (4/5 vs 0/4) — inferred (not confirmed) that Go-UPC aggregates from crowdsourced/open sources similar to Open Food Facts rather than direct GS1 feeds,Medium-High for coverage; but commercial redistribution use is explicitly restricted by ToS,"Verified via fetch of go-upc.com/terms-and-conditions/ (dated 19 Mar 2025): explicitly PROHIBITS reselling, redistributing, or making the Service or Product Data publicly available, and prohibits replicating/mimicking the UI; data is 'a limited, non-exclusive subscription' with no ownership transfer — meaningful constraint for ValueBrew if the intent is to republish barcode data in its own database",,,High,
barcode,Barcode Lookup (barcodelookup.com),https://www.barcodelookup.com,,,,,,Low,
barcode,Open Food Facts (world.openfoodfacts.org) — free/open crowdsourced product database,https://world.openfoodfacts.org,"Confirmed non-zero, real coverage of Indian beer SKUs incl. major national brands (Kingfisher/United Breweries, Tuborg/Carlsberg India, Budweiser/AB InBev India) and craft brand Bira 91; craft brand 'Bira 91' searched by that exact term returned 0 results (the correct listed brand name in OFF is 'Bira', not 'Bira 91') — a naming/normalization caveat","Crowdsourced, non-profit; site's own terms explicitly disclaim guarantee of accuracy/completeness — data should be treated as a useful seed/cross-reference, not authoritative","Verified via fetch of world.openfoodfacts.org/terms-of-use: database structure under Open Database License (ODbL), individual data contents under Database Contents License, images under CC BY-SA — all explicitly described as free licenses permitting commercial use and reproduction, subject to attribution and share-alike for derivative works.","Low — simple documented REST/JSON API, rate-limited (encountered intermittent 503s without a descriptive User-Agent header; a real, identifying UA is recommended per site guidance of '1 API call = 1 real scan')",,High,"Best currently-verified free, commercially-reusable data source for cross-referencing Indian beer GTINs; ValueBrew should treat it as a bootstrap/seed source, not a sole source of truth, and should independently verify against manufacturer packaging/GS1 registration where stakes are high"
barcode,Wikipedia — List of GS1 country codes,https://en.wikipedia.org/wiki/List_of_GS1_country_codes,,"Wikipedia — generally reliable for this kind of standardized reference fact but not a primary GS1 source; cross-checked against gs1india.org's own claim of being 'the only authorised body...to provide barcodes starting with 890', which matches",,,,Medium,
open_dataset,Open Food Facts (world.openfoodfacts.org),https://world.openfoodfacts.org/product/8905002180007/kingfisher-beer,"Global open food/beverage database. Verified live: ""Kingfisher Beer"" entry exists (brand Kingfisher, country India, quantity 650ml, category Lagers, barcode 8905002180007). ABV/nutriments/price fields are empty on this entry. Combined keyword (""beer"") + country=India search via legacy API (https://world.openfoodfacts.org/cgi/search.pl) returned 26 hits, of which ~14 were genuinely beer-category after manual filtering (some hits mistagged, e.g. a Cadbury chocolate bar tagged ""Beers""). Confirmed additional India beer entries: ""Boom"" by Bira (8908005126324, category Beers, country India, via https://world.openfoodfacts.org/api/v2/product/8908005126324.json), Tuborg Strong Beer, Budweiser (India), Haywards, Anchor White, Kimaya Himalayan ""yavira."" Total India-tagged products on OFF (any category): 22,320, verified via CGI search count field.","Medium — API was intermittently unstable during this session (multiple ""Page temporarily unavailable""/""Unscheduled downtime"" responses on retries); succeeded on repeated attempts. All reported data came from calls that returned valid JSON.",Verified via https://world.openfoodfacts.org/terms-of-use: Database structure under Open Database License (ODbL) 1.0; individual contents under Database Contents License (DBCL) 1.0; images under CC BY-SA 3.0. Explicitly permits commercial use with attribution and share-alike on derivatives.,"Low for single-product lookups (stable JSON API); Medium for bulk/filtered queries — the newer search-a-licious endpoint (search.openfoodfacts.org) gave inconsistent results (0 or all-10000) for certain filter combinations, while the legacy cgi/search.pl endpoint was reliable for tag-filtered queries.",Nightly dumps/exports per OFF's official /data page (verified via fetch).,High,
open_dataset,Open Product Data (OKFN product-open-data.com / product.okfn.org),https://github.com/rufuspollock-okfn/opd-product-browser-web,"Historical OKFN project for a general public barcode/product database (not food- or alcohol-specific). No live, queryable dataset found today.",Low — homepage http://www.product-open-data.com/ returned HTTP 504 on direct curl (2026-08-05); http://product.okfn.org returned a 301 redirect with no confirmed working destination.,No license set on the main opd-product-browser-web repo (license field null per GitHub API); a sibling admin-tooling repo is MIT but that's not the data itself.,N/A — no live endpoint found.,None — inactive since ~2015 (repo pushed_at 2015-04-24 per GitHub API).,High,
open_dataset,Kaggle: Kerala BEVCO Liquor Price List (2025-2026),https://www.kaggle.com/datasets/tolstoyjustin/kerala-bevco-liquor-price-list-2025-2026,"Verified via Kaggle's public dataset-view API: official 2025-2026 price list from Kerala State Beverages Corporation (BEVCO), covering FMFL, IMFL, Beer, and Wine — over 4,300 unique items with Item Code, Brand/Description, Volume(ml), Landed Cost, Import Fee, Special Fee, Cess, Warehouse Price, Shop Price (MRP). This is Kerala, NOT Karnataka — no equivalent Karnataka dataset found on Kaggle after searching ""karnataka liquor"" and ""karnataka"" broadly.","High confidence in the metadata (directly fetched via API); did NOT download/inspect the actual CSV contents, so exact beer-brand coverage (e.g. Kingfisher/Bira presence) is unverified.",CC0: Public Domain (verified via API field licenseNameNullable).,Low — Kaggle's public list/view API worked without authentication; downloading the actual file would require a Kaggle API token (not attempted).,"Unclear, likely annual (tied to state price-circular cycle); not explicitly stated in metadata.",High,
open_dataset,Kaggle: general beer-related datasets (search results),https://www.kaggle.com/datasets/rdoume/beerreviews,"Verified via Kaggle public search API: ~20 beer-related datasets exist but nearly all are Western/craft-beer review or production datasets (Beer Reviews, Brewer's Friend Beer Recipes, Craft Beers Dataset, Beer Production, Beer Profile and Ratings, etc). None focus on India or Karnataka. Direct searches for ""Kingfisher"" and ""Bira91"" returned zero relevant results (Kingfisher search returned only unrelated bird-species datasets).",High — public API accessible without auth barrier during this session.,"Mixed per-dataset (CC0, ODbL/DBCL, CC BY 4.0, Apache 2.0, or ""Unknown"") — verified via API licenseNameNullable field per dataset.",Low — api/v1/datasets/list endpoint accessible without authentication for search/listing.,,High,
open_dataset,GitHub public repositories (beer / Indian FMCG / Karnataka excise search),https://github.com/brewdega/open-beer-database-dumps,"Searched via GitHub search API for: ""beer india dataset,"" ""indian beer dataset,"" ""open beer database,"" ""FMCG india dataset,"" ""karnataka excise,"" ""excise india dataset,"" ""kingfisher bira beer."" Found only generic Western open-beer-database projects (e.g. open-beer-database-dumps: 32 stars, last pushed 2012-08-18, license null per GitHub API), generic unrelated FMCG dashboard repos, and one ""Karnataka_excise_Licences"" repo that on inspection is just a minimal HTML/README web-app shell (5 commits, no license, no beer-brand content) — not a real dataset.","Medium — hit GitHub's unauthenticated API rate limit (60 req/hr) partway through, so a few planned follow-up queries could not run; completed queries returned consistent, verifiable results.","Varies per repo; the closest ""open beer database"" repo has license=null.",Medium — GitHub's public search API is easy to call but rate-limited (60/hr) without a token.,,High,
open_dataset,data.gov.in (Government of India Open Data Platform),https://www.data.gov.in/search?title=beer,"Directly fetched search-results pages for ""beer,"" ""alcohol,"" ""liquor,"" ""excise,"" ""Karnataka excise,"" and ""Karnataka"" — every one returned the literal text ""No Result"" in the HTML (verified by grep on fetched HTML, HTTP 200 responses). No relevant dataset currently exists on this platform.","High — direct page fetch with HTTP 200 and explicit ""No Result"" text confirmed in returned HTML.",N/A — no dataset found.,Medium — bare domain data.gov.in issues a 302 redirect to www.data.gov.in and seems to want a standard browser User-Agent header; otherwise scriptable via simple GET requests.,,High,
import_market,Volza — Global Beer and HSN Code 2203 export/import trade data page,https://www.volza.com/p/beer/hsn-code-2203/,"Global: 414,386 import + 414,386 export shipments (duplicated buyer/import totals shown), 13,603 buyers, 15,983 suppliers across 181 importing / 149 exporting countries. Free-tier shows product description, origin/destination, qty, and (sometimes) price for individual shipments, but NOT buyer/supplier company names or full bill-of-lading (paywalled).","Directly loaded and read via browser; content observed included real, dated (as recent as Jul-2025) individual shipment line items with product descriptions like 'RED STRIPE BEER 6PK', 'CORONA EXTRA 4X6', 'STOUT OR PORTER, OTHER BEER INCL ALE'.",Commercial SaaS; paid subscription required for full shipment detail incl. company names/contacts.,Unclear — no public API observed; likely requires a paid plan and possibly manual export or a vendor-provided API/bulk-download feature not directly verified.,"Page itself timestamped 25-Nov-2025; shipment rows observed up to Jul-2025 — appears to update at least monthly, though exact cadence not confirmed.",High,"Primary recommended commercial data source to evaluate further, ideally via a trial account, before committing budget."
import_market,Volza — Beer Imports in India page,https://www.volza.com/p/beer/import/import-in-india/,"India-specific: 62 import shipments, 21 buyers, 24 suppliers for TTM Jun 2024–May 2025. Free preview rows show real brand-identifiable product descriptions for shipments INTO India, e.g. 'TUSKER BEER 330ML; KENYA BREWERIES' (Kenya→India), 'SAIGON EXPORT PREMIUM BOTTLED BEER' (Vietnam→India), 'Cheetah Premium Beer', 'Camel Premium red label beer', 'Abest Premium Beer' (all Vietnam→India), 'CANNED BEER LESS THAN 350 ML' (Sri Lanka→India), 'Beer made from malt - Traditional A' (Namibia→India), 'MALT BEER... OTHER' (Ukraine→India).",Directly loaded and read via browser (accessibility tree extraction); this is the single most directly relevant and useful piece of evidence found for ValueBrew's exact use case.,Commercial SaaS; buyer/supplier company names and full bill-of-lading gated behind paid subscription.,"Same caveats as global Volza page — no public API confirmed; scraping the free-tier preview would only surface product-description text, not buyer identity, and Volza's Terms of Service (not reviewed) may restrict scraping.","Page dated 08-Apr-2026; most recent shipment row observed was 26-Jun-2025 — roughly a 9-10 month lag between newest visible free-tier shipment and page-generation date, though this may reflect the free-tier's rolling TTM window rather than true latency (unverified).",High,Test the free 7-day trial specifically filtered to India + HSN 2203 to assess real completeness and update cadence before purchasing a paid tier.
import_market,Volza Pricing page,https://www.volza.com/pricing/,"Subscription tiers observed: Free trial ($0, 7-day); Startup tier (~$1,500/yr); a 'Most Popular' mid tier (~$4,500/yr); Corporate tier (~$9,600/yr).",Directly loaded and read via browser prior to context compaction (noted in session record); not re-verified in this final pass but was directly observed earlier in the same session.,,,,High,"Budget ~$1,500-$4,500/yr as a starting estimate for a single-country/product-focused subscription; confirm exact tier limits (query volume, countries, users) before purchase."
import_market,Zauba (zauba.com) import shipment data,https://www.zauba.com/import-BEER-MADE-FROM-MALT-hs-code.html,"Historically covered India import shipment records by HS code, including beer (HSN 2203); sample records observed were dated 2013, and a separate mobile-phone HS-code sample page showed records dated Nov-2016.","Site is live and loads (after an initial Cloudflare interstitial) — directly verified via browser navigation — contradicting a literal reading of 'Zauba shut down.' However, footer text read '© 2021 Zauba.com,' and no records newer than 2016 were observed in my sampling, suggesting the data pipeline is frozen/stale rather than actively shut down.",,,,Medium,Do not rely on Zauba for current/new-brand detection; treat as historical/archival reference only pending further verification of any actual shutdown date or successor product.
import_market,DGCI&S — Data Dissemination Policy and Fee Structure,https://www.dgciskol.gov.in/data_dissemination_fee_structure.aspx,"Official aggregate export/import statistics by Commodity x Country x Port combinations; also a Web-based PIS with 2/4/6/8-digit commodity, country, and port-level data for the latest 24 months.",Directly loaded and read via browser; page states 'last modified 14/Jun/2021' but is the live official fee-structure page on the government's own domain.,"Government Priced Information System (PIS): Rs. 1.00 per output record + CD/postage; Web-PIS: Rs. 1.00/record with Rs. 1,000 registration advance (Rs. 200 minimum balance).",,Web-based PIS advertised as providing 'latest 24-months Final Export/Import Data.',High,"Useful only for aggregate beer-import trend/volume tracking (e.g., total litres of HSN 2203 imported into India per period), not for auto-discovering specific new brands or importers."
import_market,DGCI&S — FAQ page,https://dgciskol.gov.in/faq.aspx,"Confirms: 'Aggregate level trade data by Country × Commodity and Country × Port × Commodity are disseminated by the DGCI&S to the private users on payment basis. Transaction level details with the name, address of exporter/importer, commodity exported/imported etc. are NOT provided for private use.' Cost: Rs. 1/record + 10% service charge (min Rs.100) + Rs.15 CD + Rs.25 postage.",Directly loaded and read via browser (content extracted via a saved a11y-tree JSON and parsed with a Python script for size reasons); official government domain.,,,,High,"Confirms DGCI&S is a legally clean but data-quality-insufficient (aggregate only, no identity) source for this use case."
import_market,"TRADESTAT (Government of India, Ministry of Commerce)",https://tradestat.commerce.gov.in,"Free, official aggregate India export/import statistics portal; observed via Bing search result snippet dated '19 May 2026' referencing EIDB/MEIDB/FTPA modules; not independently re-loaded/read in full during this session (was verified earlier pre-compaction per session history).",Government domain; snippet-level confirmation only in this final pass.,,,,Medium,Use for high-level aggregate beer-import trend context only; not brand/importer-level.
import_market,ImportGenius — India trade data landing page,https://www.importgenius.com,"A $199 entry price point for India-related datasets was observed on an India-datasets landing page earlier in this research session (pre-compaction), but the exact scope of what that $199 tier includes (one-time report vs. subscription; HSN-2203/beer coverage specifically) was not verified in this session.","Price point directly observed on-page per prior session notes, but not re-verified in this final pass and scope/coverage remains unconfirmed.",,,,Low,Worth a follow-up trial/quote request to clarify what the $199 price actually buys before considering it further.
